Gads,Pasv_nos,Pasv_ATVK,Ter_ied_vien_nos,Ter_ied_vien_ATVK,Iedz_skaits,Iedz_skaits_0_6,Iedz_skaits_7_14,Iedz_skaits_15_18,Iedz_skaits_19_24,Iedz_skaits_25_49,Iedz_skaits_50_61,Iedz_skaits_62_74,Iedz_skaits_75_un_vec,Siev_skaits,Siev_skaits_0_6,Siev_skaits_7_14,Siev_skaits_15_18,Siev_skaits_19_24,Siev_skaits_25_49,Siev_skaits_50_61,Siev_skaits_62_74,Siev_skaits_75_un_vec,Vir_skaits,Vir_skaits_0_6,Vir_skaits_7_14,Vir_skaits_15_18,Vir_skaits_19_24,Vir_skaits_25_49,Vir_skaits_50_61,Vir_skaits_62_74,Vir_skaits_75_un_vec
2026,"TALSU NOVADS","051000","VANDZENES PAGASTS","051560",1418,69,125,67,91,462,232,253,119,710,27,68,34,40,200,120,142,79,708,42,57,33,51,262,112,111,40
2026,"TALSU NOVADS","051000","VIRBU PAGASTS","051570",771,53,66,32,52,244,118,133,73,383,28,28,18,25,101,56,76,51,388,25,38,14,27,143,62,57,22
2026,"TUKUMA NOVADS","052000","KANDAVA","052200",3358,179,299,149,237,963,579,583,369,1770,94,135,71,114,445,313,341,257,1588,85,164,78,123,518,266,242,112
2026,"TUKUMA NOVADS","052000","TUKUMS","052210",17009,1071,1674,862,1041,5533,2808,2378,1642,9192,553,806,421,511,2716,1539,1464,1182,7817,518,868,441,530,2817,1269,914,460
2026,"TUKUMA NOVADS","052000","CĒRES PAGASTS","052400",440,26,30,19,27,145,80,72,41,224,12,17,11,13,61,46,32,32,216,14,13,8,14,84,34,40,9
2026,"TUKUMA NOVADS","052000","DEGOLES PAGASTS","052410",581,38,54,25,45,194,97,76,52,297,15,25,13,27,94,44,40,39,284,23,29,12,18,100,53,36,13
2026,"TUKUMA NOVADS","052000","DŽŪKSTES PAGASTS","052420",1303,98,128,64,63,415,222,206,107,624,44,61,25,35,174,102,101,82,679,54,67,39,28,241,120,105,25
2026,"TUKUMA NOVADS","052000","ENGURES PAGASTS","052430",2862,142,216,106,146,914,527,507,304,1445,72,101,52,65,431,271,263,190,1417,70,115,54,81,483,256,244,114
2026,"TUKUMA NOVADS","052000","IRLAVAS PAGASTS","052440",1220,82,96,46,86,400,205,193,112,613,44,51,19,41,182,98,99,79,607,38,45,27,45,218,107,94,33
2026,"TUKUMA NOVADS","052000","JAUNPILS PAGASTS","052450",1817,102,156,78,105,591,296,332,157,926,54,77,43,54,252,144,187,115,891,48,79,35,51,339,152,145,42
2026,"TUKUMA NOVADS","052000","JAUNSĀTU PAGASTS","052460",807,46,63,27,53,242,159,138,79,373,22,31,11,28,90,73,63,55,434,24,32,16,25,152,86,75,24
2026,"TUKUMA NOVADS","052000","KANDAVAS PAGASTS","052470",1250,78,115,62,72,421,216,177,109,573,41,51,30,32,164,103,81,71,677,37,64,32,40,257,113,96,38
2026,"TUKUMA NOVADS","052000","LAPMEŽCIEMA PAGASTS","052480",2321,106,173,78,103,702,452,423,284,1229,57,97,45,52,317,220,237,204,1092,49,76,33,51,385,232,186,80
2026,"TUKUMA NOVADS","052000","LESTENES PAGASTS","052490",562,37,46,27,34,196,96,89,37,258,14,23,12,15,77,43,51,23,304,23,23,15,19,119,53,38,14
2026,"TUKUMA NOVADS","052000","MATKULES PAGASTS","052500",514,26,32,16,39,147,95,104,55,257,8,16,7,21,66,44,57,38,257,18,16,9,18,81,51,47,17
2026,"TUKUMA NOVADS","052000","PŪRES PAGASTS","052510",1267,57,111,64,77,400,230,213,115,644,26,58,29,27,185,116,119,84,623,31,53,35,50,215,114,94,31
2026,"TUKUMA NOVADS","052000","SĒMES PAGASTS","052520",1197,89,118,60,86,388,199,165,92,588,40,51,34,45,172,96,86,64,609,49,67,26,41,216,103,79,28
2026,"TUKUMA NOVADS","052000","SLAMPES PAGASTS","052530",1706,104,158,78,113,540,283,256,174,870,58,78,40,45,244,132,146,127,836,46,80,38,68,296,151,110,47
2026,"TUKUMA NOVADS","052000","SMĀRDES PAGASTS","052540",2460,146,245,101,134,762,419,420,233,1219,68,110,52,58,363,205,219,144,1241,78,135,49,76,399,214,201,89
2026,"TUKUMA NOVADS","052000","TUMES PAGASTS","052550",1735,126,187,103,89,557,255,284,134,845,64,91,52,43,245,110,154,86,890,62,96,51,46,312,145,130,48
2026,"TUKUMA NOVADS","052000","VĀNES PAGASTS","052560",710,30,50,20,46,224,130,138,72,343,18,19,13,23,83,67,72,48,367,12,31,7,23,141,63,66,24
2026,"TUKUMA NOVADS","052000","VIESATU PAGASTS","052570",352,28,27,10,29,115,45,76,22,156,13,10,1,18,43,21,36,14,196,15,17,9,11,72,24,40,8
2026,"TUKUMA NOVADS","052000","ZANTES PAGASTS","052580",450,27,39,21,43,136,66,76,42,204,14,19,9,15,54,27,37,29,246,13,20,12,28,82,39,39,13
2026,"TUKUMA NOVADS","052000","ZEMĪTES PAGASTS","052590",596,20,46,19,23,203,120,109,56,287,8,25,9,9,88,54,55,39,309,12,21,10,14,115,66,54,17
2026,"TUKUMA NOVADS","052000","ZENTENES PAGASTS","052600",464,31,40,17,33,153,68,74,48,218,11,24,7,14,66,32,32,32,246,20,16,10,19,87,36,42,16
2026,"VALKAS NOVADS","053000","VALKA","053200",4876,268,389,206,212,1363,802,930,706,2681,128,198,81,94,654,452,563,511,2195,140,191,125,118,709,350,367,195
2026,"VALKAS NOVADS","053000","ĒRĢEMES PAGASTS","053400",696,30,57,31,35,209,133,121,80,339,18,29,20,18,81,63,53,57,357,12,28,11,17,128,70,68,23
2026,"VALKAS NOVADS","053000","KĀRĶU PAGASTS","053410",528,19,25,24,34,156,108,99,63,247,10,11,10,15,61,48,49,43,281,9,14,14,19,95,60,50,20
2026,"VALKAS NOVADS","053000","VALKAS PAGASTS","053420",1020,49,99,45,59,322,175,191,80,492,28,41,15,32,136,76,105,59,528,21,58,30,27,186,99,86,21
2026,"VALKAS NOVADS","053000","VIJCIEMA PAGASTS","053430",578,37,46,29,37,179,113,99,38,271,15,15,13,17,74,56,50,31,307,22,31,16,20,105,57,49,7
2026,"VALKAS NOVADS","053000","ZVĀRTAVAS PAGASTS","053440",357,19,34,9,17,119,63,64,32,166,7,17,4,6,46,33,24,29,191,12,17,5,11,73,30,40,3
2026,"VALMIERAS NOVADS","054000","VALMIERA","054010",23838,1650,2323,1081,1388,7619,3709,3581,2487,12953,814,1094,491,671,3837,2025,2215,1806,10885,836,1229,590,717,3782,1684,1366,681
2026,"VALMIERAS NOVADS","054000","MAZSALACA","054200",1137,60,85,46,61,323,183,198,181,624,32,44,21,25,147,100,115,140,513,28,41,25,36,176,83,83,41
2026,"VALMIERAS NOVADS","054000","RŪJIENA","054210",2584,117,215,114,126,711,471,499,331,1403,61,96,58,56,328,254,300,250,1181,56,119,56,70,383,217,199,81
2026,"VALMIERAS NOVADS","054000","SEDA","054220",1181,69,101,53,71,314,183,238,152,639,29,48,28,34,148,91,141,120,542,40,53,25,37,166,92,97,32
2026,"VALMIERAS NOVADS","054000","STRENČI","054230",1007,41,75,47,53,276,184,205,126,518,12,36,24,22,122,97,113,92,489,29,39,23,31,154,87,92,34
2026,"VALMIERAS NOVADS","054000","BĒRZAINES PAGASTS","054400",522,34,42,17,30,181,86,83,49,246,18,19,9,12,69,43,45,31,276,16,23,8,18,112,43,38,18
2026,"VALMIERAS NOVADS","054000","BRENGUĻU PAGASTS","054410",920,42,106,39,48,281,154,159,91,438,24,42,18,20,120,76,77,61,482,18,64,21,28,161,78,82,30
2026,"VALMIERAS NOVADS","054000","BURTNIEKU PAGASTS","054420",1190,51,108,55,76,350,218,198,134,596,28,56,32,31,145,103,104,97,594,23,52,23,45,205,115,94,37
2026,"VALMIERAS NOVADS","054000","DIKĻU PAGASTS","054430",921,37,83,36,46,282,163,197,77,462,23,37,20,16,124,83,104,55,459,14,46,16,30,158,80,93,22
2026,"VALMIERAS NOVADS","054000","ĒVELES PAGASTS","054440",411,20,28,12,21,120,83,74,53,196,10,15,4,9,46,40,40,32,215,10,13,8,12,74,43,34,21
2026,"VALMIERAS NOVADS","054000","IPIĶU PAGASTS","054450",153,7,6,7,12,46,27,28,20,76,6,2,5,8,17,11,15,12,77,1,4,2,4,29,16,13,8
2026,"VALMIERAS NOVADS","054000","JERU PAGASTS","054460",1066,44,70,39,59,327,222,185,120,535,23,25,19,31,158,106,91,82,531,21,45,20,28,169,116,94,38
2026,"VALMIERAS NOVADS","054000","JĒRCĒNU PAGASTS","054470",361,21,24,9,10,113,86,60,38,166,11,9,2,2,45,43,29,25,195,10,15,7,8,68,43,31,13
2026,"VALMIERAS NOVADS","054000","KAUGURU PAGASTS","054480",1445,95,135,70,86,465,260,209,125,715,48,63,39,44,206,116,113,86,730,47,72,31,42,259,144,96,39
2026,"VALMIERAS NOVADS","054000","KOCĒNU PAGASTS","054490",2811,193,307,144,140,906,467,420,234,1418,91,151,69,77,407,215,237,171,1393,102,156,75,63,499,252,183,63
2026,"VALMIERAS NOVADS","054000","ĶOŅU PAGASTS","054500",581,46,49,32,36,179,97,95,47,275,21,18,12,18,75,51,44,36,306,25,31,20,18,104,46,51,11
2026,"VALMIERAS NOVADS","054000","LODES PAGASTS","054510",208,4,12,12,9,56,33,59,23,110,3,5,7,7,21,17,32,18,98,1,7,5,2,35,16,27,5
2026,"VALMIERAS NOVADS","054000","MATĪŠU PAGASTS","054520",766,64,58,24,45,249,134,129,63,374,34,28,7,25,105,64,67,44,392,30,30,17,20,144,70,62,19
2026,"VALMIERAS NOVADS","054000","MAZSALACAS PAGASTS","054530",491,22,41,22,31,144,89,90,52,256,12,22,8,14,69,42,49,40,235,10,19,14,17,75,47,41,12
2026,"VALMIERAS NOVADS","054000","NAUKŠĒNU PAGASTS","054540",990,47,71,35,65,276,213,185,98,516,30,37,18,33,114,106,100,78,474,17,34,17,32,162,107,85,20
2026,"VALMIERAS NOVADS","054000","PLĀŅU PAGASTS","054550",474,24,36,17,22,139,91,89,56,234,14,22,10,7,61,38,45,37,240,10,14,7,15,78,53,44,19
2026,"VALMIERAS NOVADS","054000","RAMATAS PAGASTS","054560",365,21,32,14,16,121,58,61,42,194,9,20,5,9,55,31,35,30,171,12,12,9,7,66,27,26,12
2026,"VALMIERAS NOVADS","054000","RENCĒNU PAGASTS","054570",1307,85,115,63,72,423,213,216,120,623,41,56,29,33,179,100,106,79,684,44,59,34,39,244,113,110,41
2026,"VALMIERAS NOVADS","054000","SĒĻU PAGASTS","054580",302,20,22,7,16,100,56,52,29,140,10,13,2,5,36,28,28,18,162,10,9,5,11,64,28,24,11
2026,"VALMIERAS NOVADS","054000","SKAŅKALNES PAGASTS","054590",566,28,51,28,20,175,116,103,45,271,14,20,15,10,75,52,55,30,295,14,31,13,10,100,64,48,15
2026,"VALMIERAS NOVADS","054000","TRIKĀTAS PAGASTS","054600",847,46,94,38,51,249,164,122,83,423,26,36,20,26,109,82,63,61,424,20,58,18,25,140,82,59,22
2026,"VALMIERAS NOVADS","054000","VAIDAVAS PAGASTS","054610",883,43,61,36,39,264,145,205,90,419,20,27,15,15,108,71,101,62,464,23,34,21,24,156,74,104,28
2026,"VALMIERAS NOVADS","054000","VALMIERAS PAGASTS","054620",3306,231,409,167,194,1126,491,437,251,1687,116,187,83,98,536,256,254,157,1619,115,222,84,96,590,235,183,94
2026,"VALMIERAS NOVADS","054000","VECATES PAGASTS","054630",342,15,21,8,25,113,62,67,31,173,7,12,5,11,45,30,41,22,169,8,9,3,14,68,32,26,9
2026,"VALMIERAS NOVADS","054000","VILPULKAS PAGASTS","054640",399,23,29,16,36,127,60,75,33,195,13,12,9,12,52,27,45,25,204,10,17,7,24,75,33,30,8
2026,"VALMIERAS NOVADS","054000","ZILĀKALNA PAGASTS","054650",718,57,68,29,41,238,113,93,79,368,28,24,17,23,124,46,46,60,350,29,44,12,18,114,67,47,19
2026,"VENTSPILS NOVADS","056000","PILTENE","056200",839,43,78,34,60,241,129,161,93,430,17,43,13,26,103,68,99,61,409,26,35,21,34,138,61,62,32
2026,"VENTSPILS NOVADS","056000","ANCES PAGASTS","056400",514,28,38,19,39,156,83,101,50,240,13,17,9,17,66,38,46,34,274,15,21,10,22,90,45,55,16
2026,"VENTSPILS NOVADS","056000","JŪRKALNES PAGASTS","056410",317,9,21,11,17,92,61,61,45,159,5,8,7,11,42,32,21,33,158,4,13,4,6,50,29,40,12
2026,"VENTSPILS NOVADS","056000","PILTENES PAGASTS","056420",468,25,44,22,23,133,72,93,56,215,11,25,10,11,47,34,36,41,253,14,19,12,12,86,38,57,15
2026,"VENTSPILS NOVADS","056000","POPES PAGASTS","056430",845,51,67,30,47,277,143,157,73,409,21,37,17,14,112,74,82,52,436,30,30,13,33,165,69,75,21
2026,"VENTSPILS NOVADS","056000","PUZES PAGASTS","056440",706,33,57,41,32,221,97,152,73,337,18,26,19,14,81,46,81,52,369,15,31,22,18,140,51,71,21
2026,"VENTSPILS NOVADS","056000","TĀRGALES PAGASTS","056450",1681,83,152,69,106,550,299,293,129,793,39,81,25,52,231,150,132,83,888,44,71,44,54,319,149,161,46
2026,"VENTSPILS NOVADS","056000","UGĀLES PAGASTS","056460",1863,99,163,68,114,554,342,321,202,950,49,86,32,53,245,159,190,136,913,50,77,36,61,309,183,131,66
2026,"VENTSPILS NOVADS","056000","USMAS PAGASTS","056470",438,24,42,18,16,132,84,76,46,202,9,16,6,8,51,41,39,32,236,15,26,12,8,81,43,37,14
2026,"VENTSPILS NOVADS","056000","UŽAVAS PAGASTS","056480",493,30,35,18,31,155,94,84,46,242,15,19,10,19,67,41,39,32,251,15,16,8,12,88,53,45,14
2026,"VENTSPILS NOVADS","056000","VĀRVES PAGASTS","056490",1526,80,133,80,95,481,284,247,126,758,43,71,38,42,204,145,130,85,768,37,62,42,53,277,139,117,41
2026,"VENTSPILS NOVADS","056000","ZIRU PAGASTS","056500",452,27,42,24,25,158,66,85,25,210,10,27,14,9,65,29,41,15,242,17,15,10,16,93,37,44,10
2026,"VENTSPILS NOVADS","056000","ZLĒKU PAGASTS","056510",429,28,39,17,35,144,79,52,35,198,13,16,7,19,65,29,28,21,231,15,23,10,16,79,50,24,14
