Gads,Pasv_nos,Pasv_ATVK,Ter_ied_vien_nos,Ter_ied_vien_ATVK,Iedz_skaits,Iedz_skaits_0_6,Iedz_skaits_7_14,Iedz_skaits_15_18,Iedz_skaits_19_24,Iedz_skaits_25_49,Iedz_skaits_50_61,Iedz_skaits_62_74,Iedz_skaits_75_un_vec,Siev_skaits,Siev_skaits_0_6,Siev_skaits_7_14,Siev_skaits_15_18,Siev_skaits_19_24,Siev_skaits_25_49,Siev_skaits_50_61,Siev_skaits_62_74,Siev_skaits_75_un_vec,Vir_skaits,Vir_skaits_0_6,Vir_skaits_7_14,Vir_skaits_15_18,Vir_skaits_19_24,Vir_skaits_25_49,Vir_skaits_50_61,Vir_skaits_62_74,Vir_skaits_75_un_vec
2026,"DIENVIDKURZEMES NOVADS","027000","BUNKAS PAGASTS","027420",751,37,63,45,51,206,126,140,83,367,14,30,24,21,89,60,73,56,384,23,33,21,30,117,66,67,27
2026,"DIENVIDKURZEMES NOVADS","027000","CĪRAVAS PAGASTS","027430",911,59,78,27,60,280,155,166,86,468,39,40,17,31,113,80,87,61,443,20,38,10,29,167,75,79,25
2026,"DIENVIDKURZEMES NOVADS","027000","DUNALKAS PAGASTS","027440",556,38,45,21,29,180,102,97,44,261,17,18,10,12,79,47,45,33,295,21,27,11,17,101,55,52,11
2026,"DIENVIDKURZEMES NOVADS","027000","DUNIKAS PAGASTS","027450",532,20,38,25,30,135,112,107,65,253,10,20,15,10,47,46,55,50,279,10,18,10,20,88,66,52,15
2026,"DIENVIDKURZEMES NOVADS","027000","DURBES PAGASTS","027460",370,22,25,13,12,113,72,67,46,178,11,10,4,7,50,38,29,29,192,11,15,9,5,63,34,38,17
2026,"DIENVIDKURZEMES NOVADS","027000","EMBŪTES PAGASTS","027470",280,14,12,7,10,81,64,61,31,127,8,3,2,5,27,29,28,25,153,6,9,5,5,54,35,33,6
2026,"DIENVIDKURZEMES NOVADS","027000","GAVIEZES PAGASTS","027480",693,48,73,36,38,208,120,110,60,327,21,35,19,14,89,53,58,38,366,27,38,17,24,119,67,52,22
2026,"DIENVIDKURZEMES NOVADS","027000","GRAMZDAS PAGASTS","027490",577,33,45,20,34,193,93,99,60,273,16,20,11,13,86,38,48,41,304,17,25,9,21,107,55,51,19
2026,"DIENVIDKURZEMES NOVADS","027000","GROBIŅAS PAGASTS","027500",2520,159,195,81,141,811,453,421,259,1227,73,91,35,64,336,215,230,183,1293,86,104,46,77,475,238,191,76
2026,"DIENVIDKURZEMES NOVADS","027000","KALĒTU PAGASTS","027510",517,22,40,17,30,179,81,99,49,257,9,20,10,13,78,40,55,32,260,13,20,7,17,101,41,44,17
2026,"DIENVIDKURZEMES NOVADS","027000","KALVENES PAGASTS","027520",571,29,57,27,43,157,108,114,36,273,12,28,10,20,65,51,57,30,298,17,29,17,23,92,57,57,6
2026,"DIENVIDKURZEMES NOVADS","027000","KAZDANGAS PAGASTS","027530",1049,68,76,43,62,297,148,205,150,510,34,39,17,29,120,75,102,94,539,34,37,26,33,177,73,103,56
2026,"DIENVIDKURZEMES NOVADS","027000","LAŽAS PAGASTS","027540",440,23,32,17,28,121,97,68,54,205,13,14,9,12,50,41,32,34,235,10,18,8,16,71,56,36,20
2026,"DIENVIDKURZEMES NOVADS","027000","MEDZES PAGASTS","027550",1466,78,131,57,87,470,287,226,130,692,34,63,25,43,202,129,115,81,774,44,68,32,44,268,158,111,49
2026,"DIENVIDKURZEMES NOVADS","027000","NĪCAS PAGASTS","027560",2439,101,181,96,136,744,512,413,256,1187,51,82,47,68,313,242,209,175,1252,50,99,49,68,431,270,204,81
2026,"DIENVIDKURZEMES NOVADS","027000","OTAŅĶU PAGASTS","027570",755,55,67,24,35,221,140,134,79,371,35,24,9,14,96,71,71,51,384,20,43,15,21,125,69,63,28
2026,"DIENVIDKURZEMES NOVADS","027000","PRIEKULES PAGASTS","027580",452,25,29,18,33,130,94,81,42,206,16,10,5,13,45,44,42,31,246,9,19,13,20,85,50,39,11
2026,"DIENVIDKURZEMES NOVADS","027000","RUCAVAS PAGASTS","027590",928,30,63,31,33,272,193,188,118,443,18,31,15,15,105,86,90,83,485,12,32,16,18,167,107,98,35
2026,"DIENVIDKURZEMES NOVADS","027000","SAKAS PAGASTS","027600",440,27,34,12,22,141,86,77,41,212,16,16,5,14,62,38,34,27,228,11,18,7,8,79,48,43,14
2026,"DIENVIDKURZEMES NOVADS","027000","TADAIĶU PAGASTS","027610",771,57,70,31,40,247,106,136,84,398,40,36,17,15,103,52,77,58,373,17,34,14,25,144,54,59,26
2026,"DIENVIDKURZEMES NOVADS","027000","VAIŅODES PAGASTS","027620",1862,96,177,88,118,542,342,288,211,957,37,87,47,53,246,154,172,161,905,59,90,41,65,296,188,116,50
2026,"DIENVIDKURZEMES NOVADS","027000","VECPILS PAGASTS","027630",389,16,20,12,20,117,83,72,49,185,9,10,2,11,40,41,37,35,204,7,10,10,9,77,42,35,14
2026,"DIENVIDKURZEMES NOVADS","027000","VĒRGALES PAGASTS","027640",1277,65,124,66,57,395,214,245,111,613,29,56,32,31,173,92,129,71,664,36,68,34,26,222,122,116,40
2026,"DIENVIDKURZEMES NOVADS","027000","VIRGAS PAGASTS","027650",716,43,81,32,41,225,117,102,75,340,23,41,16,18,84,50,53,55,376,20,40,16,23,141,67,49,20
2026,"DOBELES NOVADS","028000","AUCE","028200",2215,104,187,104,148,602,378,423,269,1171,54,82,56,66,286,206,249,172,1044,50,105,48,82,316,172,174,97
2026,"DOBELES NOVADS","028000","DOBELE","028210",8855,522,809,371,465,2729,1530,1514,915,4714,251,374,172,229,1279,838,933,638,4141,271,435,199,236,1450,692,581,277
2026,"DOBELES NOVADS","028000","ANNENIEKU PAGASTS","028400",819,46,70,26,58,262,132,158,67,386,21,35,14,26,109,55,85,41,433,25,35,12,32,153,77,73,26
2026,"DOBELES NOVADS","028000","AUGSTKALNES PAGASTS","028410",817,50,62,34,38,273,138,152,70,411,25,31,14,17,117,78,81,48,406,25,31,20,21,156,60,71,22
2026,"DOBELES NOVADS","028000","AURU PAGASTS","028420",2872,178,262,132,205,921,520,431,223,1453,87,151,66,94,397,259,249,150,1419,91,111,66,111,524,261,182,73
2026,"DOBELES NOVADS","028000","BĒNES PAGASTS","028430",1385,68,87,49,76,431,258,256,160,708,34,46,20,33,187,119,150,119,677,34,41,29,43,244,139,106,41
2026,"DOBELES NOVADS","028000","BĒRZES PAGASTS","028440",1580,78,114,74,85,488,308,269,164,785,31,52,33,40,210,154,145,120,795,47,62,41,45,278,154,124,44
2026,"DOBELES NOVADS","028000","BIKSTU PAGASTS","028450",741,37,66,27,43,243,124,142,59,364,22,30,17,21,98,62,77,37,377,15,36,10,22,145,62,65,22
2026,"DOBELES NOVADS","028000","BUKAIŠU PAGASTS","028460",529,26,46,17,24,181,83,91,61,260,16,19,6,12,73,37,51,46,269,10,27,11,12,108,46,40,15
2026,"DOBELES NOVADS","028000","DOBELES PAGASTS","028470",743,52,85,40,53,251,118,107,37,356,24,42,19,19,113,51,56,32,387,28,43,21,34,138,67,51,5
2026,"DOBELES NOVADS","028000","ĪLES PAGASTS","028480",359,21,31,19,14,111,62,58,43,189,12,21,11,8,48,31,31,27,170,9,10,8,6,63,31,27,16
2026,"DOBELES NOVADS","028000","JAUNBĒRZES PAGASTS","028490",829,53,77,27,55,271,121,143,82,430,26,40,8,24,129,61,84,58,399,27,37,19,31,142,60,59,24
2026,"DOBELES NOVADS","028000","KRIMŪNU PAGASTS","028500",1019,62,100,28,70,339,177,180,63,501,30,55,12,30,149,83,91,51,518,32,45,16,40,190,94,89,12
2026,"DOBELES NOVADS","028000","LIELAUCES PAGASTS","028510",374,13,26,12,23,124,67,68,41,182,8,12,4,8,53,27,41,29,192,5,14,8,15,71,40,27,12
2026,"DOBELES NOVADS","028000","NAUDĪTES PAGASTS","028520",666,55,57,32,24,216,113,105,64,335,30,26,17,11,97,58,55,41,331,25,31,15,13,119,55,50,23
2026,"DOBELES NOVADS","028000","PENKULES PAGASTS","028530",759,31,57,35,35,233,160,145,63,369,14,27,17,19,95,78,77,42,390,17,30,18,16,138,82,68,21
2026,"DOBELES NOVADS","028000","TĒRVETES PAGASTS","028540",1673,93,120,76,79,520,322,289,174,853,43,59,39,35,222,169,162,124,820,50,61,37,44,298,153,127,50
2026,"DOBELES NOVADS","028000","UKRU PAGASTS","028550",281,8,30,15,13,80,41,53,41,135,5,12,8,7,29,19,27,28,146,3,18,7,6,51,22,26,13
2026,"DOBELES NOVADS","028000","VECAUCES PAGASTS","028560",575,28,34,30,34,156,109,106,78,318,16,20,14,19,69,57,66,57,257,12,14,16,15,87,52,40,21
2026,"DOBELES NOVADS","028000","VĪTIŅU PAGASTS","028570",776,42,50,27,46,255,143,155,58,351,21,20,14,17,88,69,77,45,425,21,30,13,29,167,74,78,13
2026,"DOBELES NOVADS","028000","ZEBRENES PAGASTS","028580",405,28,33,20,36,123,68,65,32,187,13,18,11,17,51,26,33,18,218,15,15,9,19,72,42,32,14
2026,"GULBENES NOVADS","029000","GULBENE","029200",6995,385,586,263,413,2117,1247,1238,746,3817,184,312,119,194,1032,679,745,552,3178,201,274,144,219,1085,568,493,194
2026,"GULBENES NOVADS","029000","BEĻAVAS PAGASTS","029400",1252,40,86,57,81,380,254,226,128,615,20,46,30,32,158,116,124,89,637,20,40,27,49,222,138,102,39
2026,"GULBENES NOVADS","029000","DAUKSTU PAGASTS","029410",919,53,83,26,65,268,159,183,82,443,29,39,12,31,116,70,96,50,476,24,44,14,34,152,89,87,32
2026,"GULBENES NOVADS","029000","DRUVIENAS PAGASTS","029420",427,26,57,19,20,131,66,80,28,197,8,31,10,8,52,31,36,21,230,18,26,9,12,79,35,44,7
2026,"GULBENES NOVADS","029000","GALGAUSKAS PAGASTS","029430",546,22,32,27,28,185,96,84,72,250,10,16,13,8,70,38,45,50,296,12,16,14,20,115,58,39,22
2026,"GULBENES NOVADS","029000","JAUNGULBENES PAGASTS","029440",938,39,78,28,48,292,174,163,116,470,23,37,18,20,120,86,82,84,468,16,41,10,28,172,88,81,32
2026,"GULBENES NOVADS","029000","LEJASCIEMA PAGASTS","029450",1339,57,121,58,66,413,248,228,148,671,30,58,32,27,188,109,120,107,668,27,63,26,39,225,139,108,41
2026,"GULBENES NOVADS","029000","LITENES PAGASTS","029460",806,44,48,22,38,264,166,152,72,392,21,25,6,21,117,75,79,48,414,23,23,16,17,147,91,73,24
2026,"GULBENES NOVADS","029000","LIZUMA PAGASTS","029470",1159,75,98,45,56,382,185,214,104,585,37,43,24,23,172,91,120,75,574,38,55,21,33,210,94,94,29
2026,"GULBENES NOVADS","029000","LĪGO PAGASTS","029480",342,18,28,5,13,107,76,55,40,150,5,9,3,6,42,30,27,28,192,13,19,2,7,65,46,28,12
2026,"GULBENES NOVADS","029000","RANKAS PAGASTS","029490",1160,45,91,50,90,389,220,183,92,569,28,36,20,46,174,104,93,68,591,17,55,30,44,215,116,90,24
2026,"GULBENES NOVADS","029000","STĀMERIENAS PAGASTS","029500",877,48,61,25,64,288,178,137,76,425,21,33,6,28,123,82,78,54,452,27,28,19,36,165,96,59,22
2026,"GULBENES NOVADS","029000","STRADU PAGASTS","029510",1544,115,138,92,80,476,248,257,138,778,54,66,37,46,209,128,144,94,766,61,72,55,34,267,120,113,44
2026,"GULBENES NOVADS","029000","TIRZAS PAGASTS","029520",746,50,71,31,34,226,138,131,65,362,19,32,16,19,93,72,60,51,384,31,39,15,15,133,66,71,14
2026,"JELGAVAS NOVADS","030000","CENU PAGASTS","030400",4539,346,449,197,298,1596,727,606,320,2320,159,234,96,148,774,345,347,217,2219,187,215,101,150,822,382,259,103
2026,"JELGAVAS NOVADS","030000","ELEJAS PAGASTS","030410",1904,106,174,84,109,613,301,334,183,985,49,85,43,51,279,148,212,118,919,57,89,41,58,334,153,122,65
2026,"JELGAVAS NOVADS","030000","GLŪDAS PAGASTS","030420",2876,177,284,103,149,989,485,448,241,1432,81,125,52,77,444,234,253,166,1444,96,159,51,72,545,251,195,75
2026,"JELGAVAS NOVADS","030000","JAUNSVIRLAUKAS PAGASTS","030430",2487,114,176,82,152,827,458,439,239,1208,53,75,37,64,343,239,235,162,1279,61,101,45,88,484,219,204,77
2026,"JELGAVAS NOVADS","030000","KALNCIEMA PAGASTS","030440",1912,87,163,64,95,600,324,376,203,974,46,64,31,40,272,164,209,148,938,41,99,33,55,328,160,167,55
2026,"JELGAVAS NOVADS","030000","LIELPLATONES PAGASTS","030450",752,62,70,30,45,247,119,125,54,372,29,33,18,19,117,54,61,41,380,33,37,12,26,130,65,64,13
2026,"JELGAVAS NOVADS","030000","LĪVBĒRZES PAGASTS","030460",2099,115,187,92,113,728,370,316,178,1035,52,76,56,58,322,171,179,121,1064,63,111,36,55,406,199,137,57
2026,"JELGAVAS NOVADS","030000","OZOLNIEKU PAGASTS","030470",4184,360,491,200,230,1438,639,506,320,2222,179,223,105,121,751,330,284,229,1962,181,268,95,109,687,309,222,91
2026,"JELGAVAS NOVADS","030000","PLATONES PAGASTS","030480",1318,57,123,54,66,443,219,241,115,667,28,75,21,33,187,110,135,78,651,29,48,33,33,256,109,106,37
2026,"JELGAVAS NOVADS","030000","SALGALES PAGASTS","030490",1478,96,147,70,91,459,258,224,133,723,43,70,35,44,202,122,116,91,755,53,77,35,47,257,136,108,42
2026,"JELGAVAS NOVADS","030000","SESAVAS PAGASTS","030500",1348,91,106,55,85,453,240,221,97,661,42,54,27,44,178,123,117,76,687,49,52,28,41,275,117,104,21
2026,"JELGAVAS NOVADS","030000","SVĒTES PAGASTS","030510",1805,138,162,66,105,618,336,234,146,906,72,83,28,53,279,172,116,103,899,66,79,38,52,339,164,118,43
2026,"JELGAVAS NOVADS","030000","VALGUNDES PAGASTS","030520",1920,121,160,74,121,665,326,284,169,942,61,75,36,58,288,151,150,123,978,60,85,38,63,377,175,134,46
2026,"JELGAVAS NOVADS","030000","VILCES PAGASTS","030530",1429,61,112,49,76,522,272,212,125,721,33,64,19,35,245,129,111,85,708,28,48,30,41,277,143,101,40
2026,"JELGAVAS NOVADS","030000","VIRCAVAS PAGASTS","030540",1281,63,107,47,92,412,240,207,113,642,36,56,26,48,180,108,105,83,639,27,51,21,44,232,132,102,30
2026,"JELGAVAS NOVADS","030000","ZAĻENIEKU PAGASTS","030550",1419,98,128,70,82,471,222,214,134,692,43,61,33,40,207,100,121,87,727,55,67,37,42,264,122,93,47
2026,"JĒKABPILS NOVADS","031000","JĒKABPILS","031010",21651,1247,1997,942,1297,6740,3675,3598,2155,11698,610,1002,456,651,3221,1990,2200,1568,9953,637,995,486,646,3519,1685,1398,587
2026,"JĒKABPILS NOVADS","031000","AKNĪSTE","031200",937,49,79,42,46,284,168,176,93,487,21,43,20,23,116,95,98,71,450,28,36,22,23,168,73,78,22
2026,"JĒKABPILS NOVADS","031000","VIESĪTE","031210",1493,85,121,62,82,439,250,285,169,772,40,56,30,36,203,128,169,110,721,45,65,32,46,236,122,116,59
2026,"JĒKABPILS NOVADS","031000","AKNĪSTES PAGASTS","031400",348,19,17,11,19,115,89,53,25,157,13,10,2,8,43,44,20,17,191,6,7,9,11,72,45,33,8
2026,"JĒKABPILS NOVADS","031000","ASARES PAGASTS","031410",354,17,24,14,22,111,64,69,33,166,9,12,4,14,43,32,35,17,188,8,12,10,8,68,32,34,16
2026,"JĒKABPILS NOVADS","031000","ATAŠIENES PAGASTS","031420",530,13,39,13,28,161,124,94,58,249,6,14,6,15,57,57,47,47,281,7,25,7,13,104,67,47,11
2026,"JĒKABPILS NOVADS","031000","ĀBEĻU PAGASTS","031430",877,66,89,37,50,296,145,130,64,428,26,53,19,23,137,63,65,42,449,40,36,18,27,159,82,65,22
2026,"JĒKABPILS NOVADS","031000","DIGNĀJAS PAGASTS","031440",372,25,29,11,18,129,66,72,22,179,10,19,5,8,52,30,39,16,193,15,10,6,10,77,36,33,6
2026,"JĒKABPILS NOVADS","031000","DUNAVAS PAGASTS","031450",458,19,19,14,16,121,100,109,60,214,10,11,10,7,44,42,50,40,244,9,8,4,9,77,58,59,20
2026,"JĒKABPILS NOVADS","031000","ELKŠŅU PAGASTS","031460",370,16,21,15,16,100,77,80,45,174,3,10,7,6,41,37,37,33,196,13,11,8,10,59,40,43,12
2026,"JĒKABPILS NOVADS","031000","GĀRSENES PAGASTS","031470",532,19,28,10,17,184,117,112,45,250,6,9,6,6,75,54,62,32,282,13,19,4,11,109,63,50,13
2026,"JĒKABPILS NOVADS","031000","KALNA PAGASTS","031480",490,25,41,18,21,151,93,96,45,234,11,20,10,12,60,43,45,33,256,14,21,8,9,91,50,51,12
2026,"JĒKABPILS NOVADS","031000","KRUSTPILS PAGASTS","031490",853,61,68,31,44,274,162,145,68,414,28,43,16,16,122,75,71,43,439,33,25,15,28,152,87,74,25
2026,"JĒKABPILS NOVADS","031000","KŪKU PAGASTS","031500",1872,110,158,97,111,520,312,347,217,915,56,78,45,54,232,137,175,138,957,54,80,52,57,288,175,172,79
2026,"JĒKABPILS NOVADS","031000","LEIMAŅU PAGASTS","031510",370,27,20,19,15,97,74,75,43,182,12,8,10,8,39,35,40,30,188,15,12,9,7,58,39,35,13
2026,"JĒKABPILS NOVADS","031000","MEŽĀRES PAGASTS","031520",595,24,43,15,33,167,126,129,58,290,14,23,10,16,67,59,61,40,305,10,20,5,17,100,67,68,18
2026,"JĒKABPILS NOVADS","031000","RITES PAGASTS","031530",422,15,35,15,25,135,96,65,36,202,9,17,7,12,57,44,30,26,220,6,18,8,13,78,52,35,10
2026,"JĒKABPILS NOVADS","031000","RUBENES PAGASTS","031540",744,24,39,25,50,215,150,153,88,365,12,20,14,17,85,68,81,68,379,12,19,11,33,130,82,72,20
2026,"JĒKABPILS NOVADS","031000","SALAS PAGASTS","031550",2597,145,242,130,152,776,471,462,219,1302,66,103,61,61,350,240,270,151,1295,79,139,69,91,426,231,192,68
2026,"JĒKABPILS NOVADS","031000","SAUKAS PAGASTS","031560",452,9,22,16,25,116,100,90,74,221,2,16,5,11,37,47,53,50,231,7,6,11,14,79,53,37,24
2026,"JĒKABPILS NOVADS","031000","SĒLPILS PAGASTS","031570",644,18,33,30,33,194,141,112,83,313,7,16,19,15,74,63,65,54,331,11,17,11,18,120,78,47,29
2026,"JĒKABPILS NOVADS","031000","VARIEŠU PAGASTS","031580",998,59,91,52,60,305,175,174,82,465,31,44,19,29,117,81,87,57,533,28,47,33,31,188,94,87,25
2026,"JĒKABPILS NOVADS","031000","VIESĪTES PAGASTS","031590",540,31,41,32,36,150,107,81,62,255,20,19,17,20,50,46,41,42,285,11,22,15,16,100,61,40,20
2026,"JĒKABPILS NOVADS","031000","VĪPES PAGASTS","031600",538,15,46,19,27,160,108,121,42,262,10,24,7,15,68,47,60,31,276,5,22,12,12,92,61,61,11
2026,"JĒKABPILS NOVADS","031000","ZASAS PAGASTS","031610",711,40,66,31,43,201,133,125,72,352,23,35,19,10,80,65,70,50,359,17,31,12,33,121,68,55,22
2026,"KRĀSLAVAS NOVADS","032000","DAGDA","032200",1776,70,140,80,106,448,363,344,225,969,35,73,48,53,203,198,193,166,807,35,67,32,53,245,165,151,59
2026,"KRĀSLAVAS NOVADS","032000","KRĀSLAVA","032210",7237,303,490,244,392,1976,1340,1627,865,4050,144,258,127,177,951,756,1009,628,3187,159,232,117,215,1025,584,618,237
2026,"KRĀSLAVAS NOVADS","032000","ANDRUPENES PAGASTS","032400",854,36,37,18,46,263,199,178,77,415,14,19,10,19,102,98,95,58,439,22,18,8,27,161,101,83,19
2026,"KRĀSLAVAS NOVADS","032000","ANDZEĻU PAGASTS","032410",442,16,32,22,28,116,112,79,37,196,3,17,10,12,40,50,34,30,246,13,15,12,16,76,62,45,7
2026,"KRĀSLAVAS NOVADS","032000","ASŪNES PAGASTS","032420",336,16,25,14,22,94,71,62,32,174,9,10,8,13,48,30,33,23,162,7,15,6,9,46,41,29,9
2026,"KRĀSLAVAS NOVADS","032000","AULEJAS PAGASTS","032430",394,14,15,6,20,103,85,94,57,191,5,6,4,9,34,42,51,40,203,9,9,2,11,69,43,43,17
2026,"KRĀSLAVAS NOVADS","032000","BĒRZIŅU PAGASTS","032440",271,7,17,8,13,81,59,64,22,123,3,12,3,8,26,22,34,15,148,4,5,5,5,55,37,30,7
2026,"KRĀSLAVAS NOVADS","032000","DAGDAS PAGASTS","032450",531,20,33,27,28,155,110,109,49,261,10,19,12,9,63,56,54,38,270,10,14,15,19,92,54,55,11
2026,"KRĀSLAVAS NOVADS","032000","EZERNIEKU PAGASTS","032460",539,16,25,25,26,144,138,110,55,254,8,13,10,12,65,58,52,36,285,8,12,15,14,79,80,58,19
2026,"KRĀSLAVAS NOVADS","032000","GRĀVERU PAGASTS","032470",339,11,16,12,18,83,73,84,42,162,6,7,5,5,31,35,44,29,177,5,9,7,13,52,38,40,13
2026,"KRĀSLAVAS NOVADS","032000","INDRAS PAGASTS","032480",752,13,31,31,43,191,159,192,92,362,6,19,15,17,68,70,105,62,390,7,12,16,26,123,89,87,30
2026,"KRĀSLAVAS NOVADS","032000","IZVALTAS PAGASTS","032490",469,19,29,8,24,133,92,103,61,236,7,18,5,12,57,45,52,40,233,12,11,3,12,76,47,51,21
2026,"KRĀSLAVAS NOVADS","032000","KALNIEŠU PAGASTS","032500",526,15,22,22,30,156,103,125,53,237,2,10,15,9,63,43,58,37,289,13,12,7,21,93,60,67,16
2026,"KRĀSLAVAS NOVADS","032000","KAPLAVAS PAGASTS","032510",448,7,19,12,19,124,110,109,48,203,2,10,4,8,48,46,54,31,245,5,9,8,11,76,64,55,17
2026,"KRĀSLAVAS NOVADS","032000","KASTUĻINAS PAGASTS","032520",588,9,19,22,33,165,130,142,68,290,7,12,12,17,66,61,64,51,298,2,7,10,16,99,69,78,17
2026,"KRĀSLAVAS NOVADS","032000","KOMBUĻU PAGASTS","032530",438,8,24,15,17,113,115,93,53,217,4,12,8,7,48,53,48,37,221,4,12,7,10,65,62,45,16
2026,"KRĀSLAVAS NOVADS","032000","KONSTANTINOVAS PAGASTS","032540",384,14,28,20,27,115,72,78,30,182,7,17,10,14,41,28,45,20,202,7,11,10,13,74,44,33,10
2026,"KRĀSLAVAS NOVADS","032000","KRĀSLAVAS PAGASTS","032550",425,14,27,15,17,117,87,95,53,200,6,15,10,9,43,42,44,31,225,8,12,5,8,74,45,51,22
2026,"KRĀSLAVAS NOVADS","032000","ĶEPOVAS PAGASTS","032560",119,1,4,3,2,36,42,23,8,46,1,1,0,1,7,19,12,5,73,0,3,3,1,29,23,11,3
2026,"KRĀSLAVAS NOVADS","032000","PIEDRUJAS PAGASTS","032570",383,5,15,10,18,114,79,96,46,169,2,7,4,7,36,28,55,30,214,3,8,6,11,78,51,41,16
2026,"KRĀSLAVAS NOVADS","032000","ROBEŽNIEKU PAGASTS","032580",658,25,35,22,29,194,134,136,83,306,8,16,12,13,76,63,65,53,352,17,19,10,16,118,71,71,30
2026,"KRĀSLAVAS NOVADS","032000","SKAISTAS PAGASTS","032590",503,19,41,18,26,139,100,117,43,244,10,20,8,18,60,48,51,29,259,9,21,10,8,79,52,66,14
2026,"KRĀSLAVAS NOVADS","032000","SVARIŅU PAGASTS","032600",228,5,8,4,14,51,57,50,39,120,1,3,2,8,23,27,26,30,108,4,5,2,6,28,30,24,9
2026,"KRĀSLAVAS NOVADS","032000","ŠĶAUNES PAGASTS","032610",377,9,22,16,15,104,88,87,36,182,5,8,5,10,41,41,49,23,195,4,14,11,5,63,47,38,13
2026,"KRĀSLAVAS NOVADS","032000","ŠĶELTOVAS PAGASTS","032620",426,11,23,18,35,111,100,88,40,201,2,12,11,14,38,48,49,27,225,9,11,7,21,73,52,39,13
2026,"KRĀSLAVAS NOVADS","032000","ŪDRĪŠU PAGASTS","032630",1113,46,74,33,69,322,245,216,108,546,13,31,24,37,144,121,114,62,567,33,43,9,32,178,124,102,46
2026,"KULDĪGAS NOVADS","033000","KULDĪGA","033200",10417,621,933,440,633,3350,1664,1676,1100,5666,288,472,204,305,1638,914,1048,797,4751,333,461,236,328,1712,750,628,303
2026,"KULDĪGAS NOVADS","033000","SKRUNDA","033210",1798,85,127,73,94,518,314,349,238,969,38,63,41,45,246,159,201,176,829,47,64,32,49,272,155,148,62
2026,"KULDĪGAS NOVADS","033000","ALSUNGAS PAGASTS","033400",1268,79,98,44,73,385,202,262,125,628,35,43,20,33,179,93,140,85,640,44,55,24,40,206,109,122,40
2026,"KULDĪGAS NOVADS","033000","ĒDOLES PAGASTS","033410",755,52,51,34,48,252,134,119,65,369,23,27,16,24,110,64,59,46,386,29,24,18,24,142,70,60,19
2026,"KULDĪGAS NOVADS","033000","GUDENIEKU PAGASTS","033420",491,27,27,12,20,151,102,116,36,233,10,17,7,9,53,50,62,25,258,17,10,5,11,98,52,54,11
2026,"KULDĪGAS NOVADS","033000","ĪVANDES PAGASTS","033430",322,23,30,13,24,103,58,51,20,160,14,17,9,9,47,25,26,13,162,9,13,4,15,56,33,25,7
2026,"KULDĪGAS NOVADS","033000","KABILES PAGASTS","033440",670,33,47,20,50,217,124,113,66,311,16,20,8,24,84,54,59,46,359,17,27,12,26,133,70,54,20
2026,"KULDĪGAS NOVADS","033000","KURMĀLES PAGASTS","033450",1867,133,177,88,105,630,288,299,147,963,68,90,41,57,297,140,167,103,904,65,87,47,48,333,148,132,44
2026,"KULDĪGAS NOVADS","033000","LAIDU PAGASTS","033460",911,59,78,42,58,290,150,173,61,437,26,44,22,29,116,69,92,39,474,33,34,20,29,174,81,81,22
2026,"KULDĪGAS NOVADS","033000","NĪKRĀCES PAGASTS","033470",530,26,37,24,40,162,85,96,60,252,12,21,15,9,69,34,51,41,278,14,16,9,31,93,51,45,19
2026,"KULDĪGAS NOVADS","033000","PADURES PAGASTS","033480",1007,59,105,69,54,328,162,144,86,526,33,53,34,23,166,78,75,64,481,26,52,35,31,162,84,69,22
2026,"KULDĪGAS NOVADS","033000","PELČU PAGASTS","033490",969,52,95,39,42,324,146,182,89,490,28,46,16,19,163,66,91,61,479,24,49,23,23,161,80,91,28
2026,"KULDĪGAS NOVADS","033000","RAŅĶU PAGASTS","033500",364,20,27,13,16,117,70,70,31,184,11,13,10,10,53,33,33,21,180,9,14,3,6,64,37,37,10
2026,"KULDĪGAS NOVADS","033000","RENDAS PAGASTS","033510",811,42,67,25,41,244,154,159,79,390,22,35,12,21,101,66,84,49,421,20,32,13,20,143,88,75,30
2026,"KULDĪGAS NOVADS","033000","RUDBĀRŽU PAGASTS","033520",724,28,47,27,36,223,151,134,78,340,9,23,15,13,85,67,74,54,384,19,24,12,23,138,84,60,24
2026,"KULDĪGAS NOVADS","033000","RUMBAS PAGASTS","033530",1418,84,134,67,90,454,254,239,96,693,38,67,28,42,200,122,135,61,725,46,67,39,48,254,132,104,35
2026,"KULDĪGAS NOVADS","033000","SKRUNDAS PAGASTS","033540",936,60,84,36,73,313,154,144,72,426,25,36,14,34,130,62,76,49,510,35,48,22,39,183,92,68,23
2026,"KULDĪGAS NOVADS","033000","SNĒPELES PAGASTS","033550",658,44,60,27,45,205,105,122,50,333,21,26,18,18,97,60,63,30,325,23,34,9,27,108,45,59,20
2026,"KULDĪGAS NOVADS","033000","TURLAVAS PAGASTS","033560",796,56,65,34,59,254,114,139,75,381,25,35,14,31,104,54,71,47,415,31,30,20,28,150,60,68,28
2026,"KULDĪGAS NOVADS","033000","VĀRMES PAGASTS","033570",878,37,85,49,74,282,144,142,65,425,20,35,20,37,128,65,75,45,453,17,50,29,37,154,79,67,20
2026,"ĶEKAVAS NOVADS","034000","BALDONE","034200",3771,272,416,181,238,1277,545,528,314,2005,143,202,87,124,622,291,304,232,1766,129,214,94,114,655,254,224,82
